SRS418834	SRR847038
SRS418834	SRR847039
SRS418854	SRR847050
SRS418854	SRR847051
SRS418854	SRR847052
SRS419262	SRR847702
SRS418858	SRR847056
SRS418858	SRR847057
SRS418859	SRR847058
SRS418843	SRR847034
SRS418845	SRR847069
SRS418845	SRR847070
SRS2667046	SRR6263250
SRS2667046	SRR6263256
SRS2667044	SRR6263251
SRS2667044	SRR6263257
SRS2667047	SRR6263249
SRS2667047	SRR6263255
SRS2667045	SRR6263252
SRS2667045	SRR6263253
SRS2667045	SRR6263254
SRS473747	SRR957742
SRS473746	SRR957743
SRS473748	SRR957744
SRS473749	SRR957745
SRS473750	SRR957746
SRS592075	SRR1238559
SRS591992	SRR1238557
SRS591994	SRR1238558
SRS1779841	SRR4885940
SRS1779840	SRR4885939
SRS1779841	SRR4885940
SRS1779840	SRR4885939
SRS1779846	SRR4885944
SRS1779844	SRR4885943
SRS1779846	SRR4885944
SRS1779844	SRR4885943
SRS1749354	SRR4427811
SRS514388	SRR1048648
SRS514389	SRR1048652
SRS514393	SRR1048658
SRS514395	SRR1048660
SRS514397	SRR1048824
SRS514398	SRR1048825
SRS514399	SRR1048827
SRS514400	SRR1048828
SRS514401	SRR1048830
SRS514402	SRR1048831
SRS514403	SRR1048832
SRS514404	SRR1048834
SRS514423	SRR1048860
SRS514423	SRR1048889
SRS514424	SRR1048873
SRS514424	SRR1048890
SRS514425	SRR1048874
SRS514425	SRR1048891
SRS514426	SRR1048877
SRS514426	SRR1048892
SRS514427	SRR1048878
SRS514427	SRR1048893
SRS514429	SRR1048883
SRS514429	SRR1049476
SRS514430	SRR1048884
SRS514430	SRR1048895
SRS514431	SRR1048887
SRS514431	SRR1048897
SRS514435	SRR1048899
SRS514436	SRR1048900
SRS514437	SRR1048901
SRS514438	SRR1048902
SRS514439	SRR1048903
SRS514440	SRR1048904
SRS514441	SRR1048905
SRS514442	SRR1048906
SRS514507	SRR1048911
SRS514506	SRR1048910
SRS514505	SRR1048909
SRS514444	SRR1048908
SRS514391	SRR1048653
SRS514392	SRR1048655
SRS514432	SRR1048888
SRS514432	SRR1048898
SRS514443	SRR1048907
SRS514508	SRR1048912
SRS259946	SRR341962
SRS259944	SRR341960
SRS259947	SRR341963
SRS259945	SRR341961
SRS6462469	SRR11524778
SRS6462469	SRR11524779
SRS6462469	SRR11524780
SRS480102	SRR981225
SRS5298897	SRR10010568
SRS5298897	SRR10010569
SRS5298897	SRR10010570
SRS5298897	SRR10010571
SRS5298897	SRR10010572
SRS5298896	SRR10010573
SRS5298896	SRR10010574
SRS5298896	SRR10010575
SRS5298896	SRR10010576
SRS5298895	SRR10010577
SRS5298895	SRR10010582
SRS5298895	SRR10010583
SRS5298894	SRR10010578
SRS5298894	SRR10010579
SRS5298894	SRR10010584
SRS5298894	SRR10010585
SRS5298893	SRR10010580
SRS5298893	SRR10010581
SRS5298893	SRR10010586
ERS258003	
ERS258004	
ERS258005	
ERS258006	
ERS258007	
ERS4540432	
ERS4540433	
ERS4540435	
ERS4540431	
ERS4540429	
ERS4540437	
ERS4540436	
ERS4540430	
ERS4540426	
ERS4540425	
ERS4540434	
ERS4540427	
ERS4540428	
SRS2006287	SRR5297130
SRS6212663	SRR11176627
SRS6212661	SRR11176629
SRS6212660	SRR11176630
SRS6212658	SRR11176632
SRS6212656	SRR11176634
SRS6212655	SRR11176635
SRS6212654	SRR11176636
SRS6212652	SRR11176638
SRS6212651	SRR11176639
SRS6212650	SRR11176640
SRS6212649	SRR11176641
SRS6212648	SRR11176642
SRS6939171	SRR12136712
SRS6939170	SRR12136713
SRS1747845	SRR4425648
SRS1747845	SRR4451299
SRS1747846	SRR4425649
SRS1747846	SRR4451298
SRS1609867	SRR4034883
SRS1607662	SRR4019023
DQ208309.1	
DQ208310.1	
DQ208311.1	
AF116575.1	
AY744935.1	
AF250356.2	
AY130766.1	
AF333238.1	
SRS7288481	SRR12548764
SRS7288481	SRR12548769
SRS7288482	SRR12548759
SRS7288482	SRR12548768
SRS7288476	SRR12548771
SRS7288476	SRR12548776
SRS7326368	SRR12595381
SRS7288477	SRR12548770
SRS7288477	SRR12548775
SRS7288484	SRR12548757
SRS7288484	SRR12548766
SRS7288483	SRR12548758
SRS7288483	SRR12548767
SRS7288487	SRR12548753
SRS7288487	SRR12548762
SRS7288488	SRR12548754
SRS7288488	SRR12548761
SRS7288485	SRR12548756
SRS7288485	SRR12548765
SRS7288486	SRR12548755
SRS7288486	SRR12548763
SRS7288478	SRR12548760
SRS7288478	SRR12548774
SRS1815293	SRR5047063
